Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9432,Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
4538,NHL Slapshot,Wii,,Sports,Unknown,0.4,0.0,0.0,0.02,0.43
4369,Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.45
424,WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
3692,Tiger Woods PGA Tour 08,X360,2007.0,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.81,0.48,0.0,0.14,1.43
925,The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86
8224,SEGA Bass Fishing Duel,PS2,2002.0,Sports,Sega,0.09,0.07,0.0,0.02,0.17
6715,Ultimate Band,Wii,2008.0,Misc,Disney Interactive Studios,0.2,0.03,0.0,0.02,0.25
8541,Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16
14757,Xblaze: Lost Memories,PSV,2015.0,Adventure,Arc System Works,0.02,0.0,0.0,0.01,0.03
10754,Resident Evil: Revelations 2,XOne,2015.0,Action,Capcom,0.07,0.02,0.0,0.01,0.1
14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008.0,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03
7482,Outlaw Golf 2,XB,2004.0,Sports,Global Star,0.15,0.04,0.0,0.01,0.21
9836,MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12
2566,Who wants to be a millionaire,PS,2000.0,Misc,Eidos Interactive,0.45,0.3,0.0,0.05,0.8
46,Pokemon HeartGold/Pokemon SoulSilver,DS,2009.0,Action,Nintendo,4.4,2.77,3.96,0.77,11.9
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
5232,Dark Void,PS3,2010.0,Action,Capcom,0.18,0.12,0.0,0.06,0.36
1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4
10187,Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
4655,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007.0,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42
10059,Puyo Puyo Tetris,3DS,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11
4834,Bugs Bunny: Lost in Time,PS,1999.0,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4
3886,Prince of Persia Trilogy,PS3,2010.0,Action,Ubisoft,0.17,0.25,0.0,0.09,0.51
1669,LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts,0.52,0.49,0.0,0.2,1.2
1493,NFL 2K3,PS2,2002.0,Sports,Atari,1.06,0.08,0.0,0.18,1.32
365,LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
6209,RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.05,0.28
15747,Cross + Channel,PSP,2010.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
5029,Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38
9760,Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
10748,Derby Jockey 2,SNES,1995.0,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
2456,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84
3411,Spelling Challenges and more!,DS,2007.0,Misc,505 Games,0.54,0.0,0.0,0.04,0.59
3848,Final Fantasy Explorers,3DS,2014.0,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52
225,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7
15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10538,Football Director DS,DS,2008.0,Sports,Pinnacle,0.0,0.1,0.0,0.0,0.1
4084,Scene It? Lights Camera Action,X360,2007.0,Misc,Microsoft Game Studios,0.43,0.02,0.0,0.04,0.48
6954,Madagascar: Escape 2 Africa,PS3,2008.0,Action,Activision,0.12,0.08,0.0,0.04,0.23
16559,Super Robot Taisen: Original Generation,GBA,2002.0,Role-Playing,Banpresto,0.01,0.0,0.0,0.0,0.01
3128,Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65
9486,Rango: The Video Game,X360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13
13204,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
8965,Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15
7178,Petz Rescue: Endangered Paradise,DS,2008.0,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22
16118,Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
8828,FIFA Soccer 2002,PS,2001.0,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15
8064,Cabela's Adventure Camp,Wii,2011.0,Misc,Activision,0.15,0.02,0.0,0.01,0.18
12715,Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
9013,Jurassic: The Hunted,PS2,2009.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.14
14311,Hallowed Legends: Samhain,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
11273,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.08,0.0,0.08
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.34,0.09,0.0,0.01,0.44
7889,Tamagotchi Party On!,Wii,2006.0,Misc,Namco Bandai Games,0.12,0.0,0.06,0.01,0.19
11884,Kenyuu Densetsu Yaiba,SNES,1994.0,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
272,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
14585,HappinessCharge PreCure! Kawarun Collection,3DS,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
3200,Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63
261,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17
16208,Caladrius,X360,2013.0,Shooter,Moss,0.0,0.0,0.01,0.0,0.01
266,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23
1012,Kirby's Adventure,NES,1993.0,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
12968,Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.05
950,Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
12771,Diva Girls: Divas on Ice,DS,2009.0,Sports,505 Games,0.05,0.0,0.0,0.0,0.06
7324,Namco Museum: 50th Anniversary,GC,2005.0,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21
12724,Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06
8667,Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,0.11,0.03,0.0,0.02,0.16
16367,Tropico 3: Gold Edition,PC,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
13325,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006.0,Misc,Activision,0.04,0.0,0.0,0.0,0.05
14403,Boot Camp Academy,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03
982,High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77
13677,Luxor: Pharaoh's Challenge,Wii,,Puzzle,Funsta,0.01,0.03,0.0,0.0,0.04
10384,Disney Channel Collection Vol. 1,GBA,2004.0,Misc,,0.08,0.03,0.0,0.0,0.11
10107,Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11
13372,Ride to Hell,PS3,2013.0,Racing,Deep Silver,0.02,0.02,0.0,0.01,0.05
2151,Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
15431,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999.0,Adventure,ChunSoft,0.0,0.0,0.16,0.01,0.17
11206,Royal Palace of White Sword and The City of Gentiles,XB,2005.0,Role-Playing,Take-Two Interactive,0.06,0.02,0.0,0.0,0.09
13443,LEGO Friends,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
3672,Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55
15916,Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.02
11517,Sentimental Graffiti 2,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08
80,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49
13706,Novastorm,PS,1995.0,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04
1481,Corvette,PS2,2004.0,Racing,TDK Mediactive,0.65,0.51,0.0,0.17,1.33
402,Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
4562,Bakugan: Battle Brawlers,PS2,2009.0,Action,Activision,0.21,0.16,0.0,0.05,0.43
15342,Homefront: The Revolution,PC,2016.0,Shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02
13380,Cocoto Kart Racer,DS,2004.0,Racing,Big Ben Interactive,0.04,0.0,0.0,0.0,0.05
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
6815,Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.05,0.01,0.24
7306,Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22
13806,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
8666,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16
4003,SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.24,0.19,0.0,0.06,0.5
2770,Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
4810,The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03
15032,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003.0,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72
3973,Babysitting Mama,Wii,2010.0,Simulation,505 Games,0.34,0.12,0.0,0.04,0.5
4745,Band Hero,PS2,2009.0,Misc,Activision,0.15,0.06,0.0,0.2,0.41
4914,Are You Smarter than a 5th Grader? Make the Grade,DS,2008.0,Misc,THQ,0.36,0.0,0.0,0.03,0.39
11562,New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
8050,Remember Me,X360,2013.0,Action,Capcom,0.1,0.07,0.0,0.02,0.18
3050,The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,Electronic Arts,0.01,0.53,0.0,0.12,0.67
385,Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
14788,Air Conflicts: Secret Wars,PC,2011.0,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03
62,Call of Duty: Ghosts,X360,2013.0,Shooter,Activision,6.72,2.63,0.04,0.82,10.21
2152,Jampack Summer '99,PS,1999.0,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11602,The Golf Club,PS4,2014.0,Sports,Unknown,0.05,0.02,0.0,0.01,0.08
12904,Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05
8636,Eve: The Lost One,SAT,1998.0,Adventure,Imagineer,0.0,0.0,0.16,0.0,0.16
4387,NBA Live 10,X360,2009.0,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45
11274,Don King Boxing,DS,2009.0,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08
4586,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42
6226,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.15,0.1,0.0,0.03,0.28
11283,Theme Park,SAT,1994.0,Simulation,Electronic Arts,0.0,0.0,0.08,0.0,0.08
6642,K-ON! Houkago Live!!,PSP,2010.0,Misc,Sega,0.0,0.0,0.25,0.0,0.25
14868,Moyashimon DS,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
13728,Mat Hoffman's Pro BMX 2,GC,2002.0,Sports,Activision,0.03,0.01,0.0,0.0,0.04
10863,Rosco McQueen: Firefighter Extreme,PS,1997.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
4796,Medarot: Kabuto / Kuwagata Version,GB,1997.0,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4
8132,Brink,PC,2011.0,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18
16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
7667,Ridge Racer,PSV,2011.0,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2
8858,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,Simulation,Marvelous Entertainment,0.04,0.0,0.1,0.01,0.15
10508,Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1
9354,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
3282,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62
13779,Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04
9638,The Stronghold Collection,PC,2009.0,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13
267,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22
10240,Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11
1622,Kirby Tilt 'n' Tumble,GB,2000.0,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23
1563,The Elder Scrolls Online,XOne,2015.0,Role-Playing,Bethesda Softworks,0.77,0.38,0.0,0.12,1.27
3599,Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
10468,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1
15379,Chevrolet Camaro: Wild Ride,DS,2010.0,Racing,Storm City Games,0.02,0.0,0.0,0.0,0.02
1892,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
11589,Bleach: Heat the Soul 4,PSP,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
13253,Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0,0.05
2993,Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68
8611,Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16
15687,Winning Post 8 2016,PS4,2016.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
8888,Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15
16348,Ultimate Board Game Collection,PS2,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01
16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
7405,Summoner 2,PS2,2002.0,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21
14074,Tao Adventure: Curse Demon,DS,2005.0,Role-Playing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04
4040,Grandia III,PS2,2005.0,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
1060,NBA 2K15,XOne,2014.0,Sports,Take-Two Interactive,1.36,0.18,0.0,0.15,1.69
828,Diablo III,PS3,2013.0,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05
1296,The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
14481,Minna no Golf Jou Vol.1,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
2896,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
1944,Darksiders,X360,2010.0,Action,THQ,0.67,0.29,0.01,0.1,1.06
13606,Maken Shao: Demon Sword,PS2,2001.0,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04
8498,Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16
810,Spec Ops: Airborne Commando,PS,2002.0,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07
2482,WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,THQ,0.44,0.31,0.0,0.08,0.83
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.5,0.0,1.5
8136,FIFA 16,PC,2015.0,Sports,Electronic Arts,0.04,0.13,0.0,0.01,0.18
2422,MLB 99,PS,1998.0,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86
12627,Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,0.0,0.06
1340,WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,0.92,0.38,0.0,0.13,1.44
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
15488,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008.0,Strategy,THQ,0.0,0.02,0.0,0.0,0.02
4352,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.17,0.21,0.0,0.07,0.45
16060,PDC World Championship Darts 2008,PSP,,Sports,Oxygen Interactive,0.01,0.0,0.0,0.0,0.01
12126,Cartoon Network: Punch Time Explosion XL,PS3,2011.0,Fighting,Crave Entertainment,0.06,0.0,0.0,0.0,0.07
13761,Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04
9959,Deadpool,XOne,2015.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
1318,Diablo III,X360,2013.0,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.45
9413,Pro Baseball Spirits 2015,PSV,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
12950,Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
8608,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.01,0.16
1910,DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
9167,Buck Fever,Wii,2009.0,Sports,Destineer,0.13,0.0,0.0,0.01,0.14
2777,Blur,PS3,2010.0,Racing,Activision,0.22,0.37,0.02,0.13,0.74
6709,Hitman: Absolution,PC,2012.0,Action,Square Enix,0.03,0.17,0.0,0.04,0.25
12606,Worms 3D,XB,2003.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06
11269,Koudelka,PS,1999.0,Role-Playing,Atari,0.05,0.03,0.0,0.01,0.08
2113,Tetris 2,NES,1993.0,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
13634,The Cube,Wii,2012.0,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04
2725,Rockstar Games presents Table Tennis,X360,2006.0,Sports,Take-Two Interactive,0.28,0.39,0.0,0.09,0.76
16205,Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
7366,World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21
3684,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,THQ,0.51,0.0,0.0,0.04,0.55
12573,DuckTales: Remastered,WiiU,2013.0,Action,Capcom,0.05,0.0,0.0,0.0,0.06
11881,Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
5643,Shaun White Snowboarding,PSP,2008.0,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32
1106,NBA Live 2003,PS2,2002.0,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
3936,Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51
4972,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.33,0.0,0.09,1.04
16491,Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01
1961,Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06
8245,Smash Court Tennis Pro Tournament,PS2,2002.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
14111,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
10814,Minority Report: Everybody Runs,XB,2002.0,Action,Activision,0.07,0.02,0.0,0.0,0.1
2743,Shark Tale,PS2,2004.0,Action,Activision,0.37,0.29,0.0,0.1,0.75
646,Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4
11414,10 Minute Solution,Wii,2010.0,Sports,Activision,0.06,0.01,0.0,0.01,0.08
2305,TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9
8619,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16
16243,Seisou no Amazones,3DS,2013.0,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,0.01
7179,MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,0.04,0.22
5548,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.33,0.0,0.33
5261,J-League Pro Soccer Club o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.36,0.0,0.36
4403,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45
4673,Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42
13473,Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04
16251,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
9179,Eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
11953,Ecco: The Tides of Time,GEN,1993.0,Adventure,Sega,0.0,0.0,0.07,0.0,0.07
1198,Stuntman,PS2,2002.0,Racing,Atari,0.76,0.59,0.0,0.2,1.55
5492,World Stadium 3,PS,1999.0,Sports,Namco Bandai Games,0.0,0.0,0.31,0.02,0.33
6813,Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24
9887,Uta no * Prince-Sama: All Star,PSP,2013.0,Action,Broccoli,0.0,0.0,0.12,0.0,0.12
4188,Bomberman Hero,N64,1998.0,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47
11628,Endgame,PS2,2002.0,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08
1337,SimCity (2013),PC,2013.0,Simulation,Electronic Arts,0.48,0.77,0.0,0.19,1.44
5021,Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,0.38
2350,Wii Fit U,WiiU,2013.0,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89
14266,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
11215,XIII,GC,2003.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09
11648,Salon Superstar,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08
6670,SpongeBob's Truth or Square (US sales),X360,2009.0,Action,THQ,0.25,0.0,0.0,0.0,0.25
5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,,Action,,0.15,0.05,0.14,0.01,0.35
15204,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02
7848,The Polar Express,GBA,2004.0,Adventure,THQ,0.14,0.05,0.0,0.0,0.19
6169,Rocket Power: Beach Bandits,GBA,2002.0,Platform,THQ,0.2,0.07,0.0,0.01,0.28
15950,Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
8578,Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Misc,Paon,0.0,0.0,0.06,0.0,0.06
